Gene,Chr,Pos,. Genotypes
GRMZM2G325749,2,107188917,2
GRMZM2G325783,7,151523582,3
GRMZM2G325804,6,138182858,4
GRMZM2G326066,10,143162711,5
GRMZM2G326116,3,135104920,1
GRMZM2G326195,5,1608853,2
GRMZM2G326227,7,116528691,1
GRMZM2G326235,5,1618177,2
GRMZM2G326248,1,64012569,1
GRMZM2G326250,7,29562531,3
GRMZM2G326263,7,171041437,4
GRMZM2G326270,7,171045738,3
GRMZM2G326272,5,1621725,3
GRMZM2G326328,7,171058225,4
GRMZM2G326472,9,92916918,3
GRMZM2G326545,5,123963813,2
GRMZM2G326627,1,183891343,3
GRMZM2G326643,1,116016673,4
GRMZM2G326734,6,95846583,3
GRMZM2G327032,8,60032130,1
GRMZM2G327042,7,174154478,1
GRMZM2G327050,6,103620059,1
GRMZM2G327059,1,5088311,1
GRMZM2G327174,1,220707950,3
GRMZM2G327208,1,270734725,3
GRMZM2G327234,10,142163069,3
GRMZM2G327247,2,107363179,2
GRMZM2G327263,3,231205673,2
GRMZM2G327311,3,222425535,4
GRMZM2G327357,3,216007133,2
GRMZM2G327394,7,171788581,2
GRMZM2G327406,2,206490317,2
GRMZM2G327459,2,179452402,3
GRMZM2G327564,3,19669526,4
GRMZM2G327635,2,215399556,3
GRMZM2G327655,7,168165722,3
GRMZM2G327686,2,214667475,3
GRMZM2G327692,2,215404565,2
GRMZM2G328060,5,147980507,2
GRMZM2G328094,8,6457286,4
GRMZM2G328168,9,15365750,4
GRMZM2G328171,7,10576040,1
GRMZM2G328224,1,278033678,4
GRMZM2G328268,9,145760543,2
GRMZM2G328309,1,202403801,2
GRMZM2G328427,3,135695887,1
GRMZM2G328500,1,278129686,1
GRMZM2G328555,5,190855893,1
GRMZM2G328612,9,15306322,3
GRMZM2G328671,1,222794469,1
GRMZM2G328725,4,220782321,1
GRMZM2G328795,3,169113996,4
GRMZM2G328893,3,33565564,4
GRMZM2G328988,8,117747671,4
GRMZM2G329033,6,134390910,2
GRMZM2G329040,1,50630055,2
GRMZM2G329069,3,169723380,2
GRMZM2G329144,9,128175669,5
GRMZM2G329159,1,10694058,3
GRMZM2G329177,1,2431104,5
GRMZM2G329181,1,285981439,3
GRMZM2G329293,6,111249313,5
GRMZM2G329300,1,285970810,3
GRMZM2G329325,8,164430194,1
GRMZM2G329454,5,192435225,3
GRMZM2G329532,5,192433014,2
GRMZM2G329584,9,96704251,1
GRMZM2G329655,1,164555856,2
GRMZM2G329750,1,190601248,3
GRMZM2G329864,1,270833267,5
GRMZM2G329867,7,9528538,2
GRMZM2G329885,2,51101047,3
GRMZM2G329909,1,191852863,4
GRMZM2G330019,9,152862048,5
GRMZM2G330049,2,180526391,3
GRMZM2G330213,5,45126899,2
GRMZM2G330218,1,278509113,2
GRMZM2G330298,3,204095588,3
GRMZM2G330302,3,213388139,1
GRMZM2G330424,10,117201274,2
GRMZM2G330430,2,39425462,4
GRMZM2G330436,1,518832,2
GRMZM2G330453,1,259817208,3
GRMZM2G330455,4,198868097,1
GRMZM2G330526,10,129121872,3
GRMZM2G330565,5,16503854,2
GRMZM2G330635,10,96760854,3
GRMZM2G330650,1,63894650,4
GRMZM2G330684,5,30836757,4
GRMZM2G330690,7,171482474,2
GRMZM2G330719,8,160978010,4
GRMZM2G330772,2,233914861,3
GRMZM2G330945,9,149990572,2
GRMZM2G331105,9,114047361,2
GRMZM2G331368,10,20699487,3
GRMZM2G331652,1,24734936,4
GRMZM2G331701,2,45966977,3
GRMZM2G331754,7,175566513,2
GRMZM2G331779,2,28978517,3
GRMZM2G331811,3,57208604,2
GRMZM2G331833,6,159380249,3
GRMZM2G331902,1,160808942,2
GRMZM2G332294,1,196371801,1
GRMZM2G332483,4,210191435,3
GRMZM2G332495,4,198077389,2
GRMZM2G332505,4,211995570,1
GRMZM2G332522,4,198078705,2
GRMZM2G332560,5,211999736,4
GRMZM2G332660,4,194112365,1
GRMZM2G332687,5,215701706,2
GRMZM2G332703,3,125426702,1
GRMZM2G332809,4,198769050,2
GRMZM2G332821,1,172122555,2
GRMZM2G332838,2,183296816,2
GRMZM2G332843,5,185666724,3
GRMZM2G332976,5,3145806,3
GRMZM2G333069,1,644654,3
GRMZM2G333140,5,19298289,2
GRMZM2G333142,7,23959831,3
GRMZM2G333433,7,171928457,4
GRMZM2G333454,8,21866793,3
GRMZM2G333623,3,13767364,2
GRMZM2G333641,1,110638182,2
GRMZM2G333678,4,15616251,5
GRMZM2G333811,3,222594605,4
GRMZM2G333833,3,204994023,3
GRMZM2G333861,8,163654135,2
GRMZM2G333875,6,88701896,2
GRMZM2G333980,7,158748897,2
GRMZM2G334041,7,11146792,2
GRMZM2G334142,5,206312348,2
GRMZM2G334409,6,114986423,2
GRMZM2G334457,8,8120166,4
GRMZM2G334584,6,8097660,1
GRMZM2G334628,3,15212388,1
GRMZM2G334631,4,6686394,1
GRMZM2G334658,6,161010657,2
GRMZM2G334722,5,86824716,3
GRMZM2G334791,8,166178181,4
GRMZM2G334857,8,4868790,5
GRMZM2G334899,8,104770846,4
GRMZM2G335019,5,111340771,1
GRMZM2G335111,7,143252719,2
GRMZM2G335126,2,130747034,4
GRMZM2G335146,2,163939106,4
GRMZM2G335242,9,958834,1
GRMZM2G335287,7,157909873,3
GRMZM2G335377,8,110246250,3
GRMZM2G335407,7,33002041,2
GRMZM2G335521,10,128863258,2
GRMZM2G335618,6,103857768,1
GRMZM2G335657,8,39209150,4
GRMZM2G335720,8,137143228,1
GRMZM2G335738,7,168090853,2
GRMZM2G335978,5,208060869,4
GRMZM2G336065,5,47819288,1
GRMZM2G336285,6,136287588,1
GRMZM2G336337,8,170035229,1
GRMZM2G336448,4,186505665,1
GRMZM2G336583,6,34974196,3
GRMZM2G336761,4,234400545,3
GRMZM2G336766,4,234398603,3
GRMZM2G336789,5,5065155,4
GRMZM2G336815,8,18448462,3
GRMZM2G336858,5,161666739,2
GRMZM2G336871,2,202749414,4
GRMZM2G336875,4,232306172,4
GRMZM2G336888,5,5891683,2
GRMZM2G336902,5,5889091,3
GRMZM2G336908,8,116849645,3
GRMZM2G336962,2,202734961,4
GRMZM2G337065,6,36195653,1
GRMZM2G337068,4,222712500,3
GRMZM2G337143,10,88609268,4
GRMZM2G337190,1,191585082,4
GRMZM2G337191,1,191581007,5
GRMZM2G337229,2,20765769,2
GRMZM2G337242,1,117160795,2
GRMZM2G337425,1,39803010,1
GRMZM2G337532,2,9941635,5
GRMZM2G337534,7,131085555,4
GRMZM2G337616,8,95420796,1
GRMZM2G337659,6,27507502,4
GRMZM2G337749,5,173390916,1
GRMZM2G337819,8,168332907,4
GRMZM2G338037,1,43137730,2
GRMZM2G338333,1,42516903,3
GRMZM2G338696,8,76643307,3
GRMZM2G338702,1,36161304,4
GRMZM2G338884,9,106414063,1
GRMZM2G339091,6,134096826,5
GRMZM2G339151,8,135208608,2
GRMZM2G339336,4,185691417,3
GRMZM2G339435,8,173320931,3
GRMZM2G339499,5,200323356,1
GRMZM2G339503,8,145483511,1
GRMZM2G339540,3,224163839,5
GRMZM2G339545,10,65711228,1
GRMZM2G339563,1,10092515,3
GRMZM2G339736,8,168922207,3
GRMZM2G339751,8,168945041,3
GRMZM2G339820,10,89495639,3
GRMZM2G339848,4,3755721,4
GRMZM2G339907,7,154455426,2
GRMZM2G339957,8,155243006,4
GRMZM2G339994,2,210034911,4
GRMZM2G340048,2,209997974,1
GRMZM2G340065,10,147460292,4
GRMZM2G340084,10,147460292,4
GRMZM2G340130,2,233742246,4
GRMZM2G340139,7,135146616,1
GRMZM2G340251,3,126460782,3
GRMZM2G340279,1,68934845,2
GRMZM2G340286,1,68928323,2
GRMZM2G340305,1,203087558,4
GRMZM2G340319,8,164974058,1
GRMZM2G340342,3,25349652,4
GRMZM2G340359,2,215010822,1
GRMZM2G340408,2,168892658,5
GRMZM2G340456,7,134297391,3
GRMZM2G340527,6,81085731,4
GRMZM2G340534,2,190882431,1
GRMZM2G340656,7,19053019,5
GRMZM2G340749,1,259714792,2
GRMZM2G340756,3,139730190,4
GRMZM2G340762,5,93853618,1
GRMZM2G340933,2,177728914,4
GRMZM2G341010,8,16322946,4
GRMZM2G341027,6,121697897,4
GRMZM2G341036,5,27131238,2
GRMZM2G341089,2,15269563,3
GRMZM2G341171,5,156951107,1
GRMZM2G341216,10,118706878,2
GRMZM2G341269,1,71609331,1
GRMZM2G341271,1,71590134,5
GRMZM2G341302,10,82104529,1
GRMZM2G341404,8,156425145,4
GRMZM2G341405,2,182509514,2
GRMZM2G341479,5,204753034,2
GRMZM2G341621,7,2581565,5
GRMZM2G341732,5,157442244,3
GRMZM2G341741,10,106049701,1
GRMZM2G341747,5,38258850,1
GRMZM2G341934,1,4601500,4
GRMZM2G341959,1,260683725,2
GRMZM2G342039,2,13303671,4
GRMZM2G342105,1,253767936,1
GRMZM2G342243,6,78818030,5
GRMZM2G342246,1,91504034,3
GRMZM2G342327,5,215933394,2
GRMZM2G342386,7,174442838,1
GRMZM2G342539,6,122116260,4
GRMZM2G342588,6,122095389,4
GRMZM2G342685,1,27861431,3
GRMZM2G342807,9,152825349,1
GRMZM2G342895,7,152693707,2
GRMZM2G342907,9,148914986,1
GRMZM2G342985,7,152691121,3
GRMZM2G343024,8,129502302,1
GRMZM2G343048,9,65522105,3
GRMZM2G343080,10,72816289,2
GRMZM2G343139,4,231034089,3
GRMZM2G343157,1,16777287,1
GRMZM2G343218,3,173386139,3
GRMZM2G343317,2,2060776,4
GRMZM2G343351,2,197007098,3
GRMZM2G343442,2,179807498,4
GRMZM2G343445,2,209808822,3
GRMZM2G343543,6,102759741,1
GRMZM2G343588,8,33846639,2
GRMZM2G343688,1,79707395,5
GRMZM2G343859,7,139368819,3
GRMZM2G343916,1,111201585,2
GRMZM2G343972,1,233577125,3
GRMZM2G343974,3,110256375,2
GRMZM2G344205,5,72694475,3
GRMZM2G344212,5,72689053,3
GRMZM2G344323,7,12768580,1
GRMZM2G344476,10,138317337,3
GRMZM2G344499,9,91901649,1
GRMZM2G344634,9,25819638,5
GRMZM2G344848,3,211764301,3
GRMZM2G344924,3,228983185,2
GRMZM2G344967,4,168838258,3
GRMZM2G344993,9,87565118,3
GRMZM2G345055,4,228030410,2
GRMZM2G345081,7,140709660,4
GRMZM2G345330,1,41483533,1
GRMZM2G345544,9,92346481,2
GRMZM2G345622,2,226630683,2
GRMZM2G345667,2,10516410,1
GRMZM2G345687,6,136373109,1
GRMZM2G345725,1,223321343,4
GRMZM2G345840,3,23306000,4
GRMZM2G345991,5,193966728,3
GRMZM2G346113,4,185387007,4
GRMZM2G346132,3,167008850,5
GRMZM2G346133,5,136446396,2
GRMZM2G346138,3,167005646,3
GRMZM2G346207,5,162766970,3
GRMZM2G346263,1,264954421,5
GRMZM2G346278,4,140007027,4
GRMZM2G346312,3,169317046,1
GRMZM2G346455,1,228252489,5
GRMZM2G346457,3,4344582,2
GRMZM2G346466,3,4335023,1
GRMZM2G346639,3,209910225,3
GRMZM2G346701,7,15210832,2
GRMZM2G346865,2,173316686,4
GRMZM2G346895,4,5137242,3
GRMZM2G346897,4,5140878,3
GRMZM2G347043,1,292086792,3
GRMZM2G347056,1,292089649,2
GRMZM2G347226,10,10197712,2
GRMZM2G347280,1,217781714,2
GRMZM2G347361,2,29678145,5
GRMZM2G347488,2,44337795,1
GRMZM2G347541,4,184547869,4
GRMZM2G347583,1,68661093,3
GRMZM2G347623,10,91781200,3
GRMZM2G347645,5,10674256,4
GRMZM2G347717,9,138880732,2
GRMZM2G347721,5,58603051,2
GRMZM2G347743,2,175953835,2
GRMZM2G347767,5,200869128,3
GRMZM2G347808,1,69005007,2
GRMZM2G347836,5,200770831,5
GRMZM2G347956,1,299469861,4
GRMZM2G348452,1,207708970,2
GRMZM2G348512,3,215424844,4
GRMZM2G348551,6,113237610,5
GRMZM2G348578,1,279413060,2
GRMZM2G348666,9,93448319,4
GRMZM2G348675,4,4064967,3
GRMZM2G348697,6,136007170,2
GRMZM2G348846,6,105538135,5
GRMZM2G348855,2,143045377,2
GRMZM2G348866,2,143049764,3
GRMZM2G348873,6,165248520,3
GRMZM2G348909,2,3410411,5
GRMZM2G348914,7,172108061,2
GRMZM2G348921,9,24699921,2
GRMZM2G348956,2,1278843,4
GRMZM2G348959,2,1284516,5
GRMZM2G349062,1,290136184,3
GRMZM2G349193,8,4809209,5
GRMZM2G349268,3,88011248,2
GRMZM2G349344,2,18203839,2
GRMZM2G349554,6,138952278,3
GRMZM2G349570,3,220427318,1
GRMZM2G349603,3,188897243,4
GRMZM2G349651,3,181826931,4
GRMZM2G349709,10,115945627,2
GRMZM2G349875,2,220751043,5
GRMZM2G349895,6,89883596,5
GRMZM2G349988,10,142405924,2
GRMZM2G350157,4,158301883,4
GRMZM2G350165,2,180663108,1
GRMZM2G350205,7,2962307,3
GRMZM2G350225,1,226924285,1
GRMZM2G350265,8,113298658,2
GRMZM2G350312,1,65657747,1
GRMZM2G350319,9,24471511,3
GRMZM2G350326,4,185627053,3
GRMZM2G350399,3,185752630,1
GRMZM2G350410,3,185751085,1
GRMZM2G350447,8,174617074,4
GRMZM2G350621,3,18849867,2
GRMZM2G350628,8,78189321,1
GRMZM2G350711,4,222958394,3
GRMZM2G350800,5,62107405,2
GRMZM2G350818,6,130242911,2
GRMZM2G350819,10,85587164,4
GRMZM2G350918,9,73473619,2
GRMZM2G351018,8,174504205,3
GRMZM2G351074,9,48679173,4
GRMZM2G351160,1,296016259,5
GRMZM2G351239,1,190396179,3
GRMZM2G351304,1,262456341,3
GRMZM2G351318,2,21627683,2
GRMZM2G351382,4,36760371,3
GRMZM2G351387,3,126171354,4
GRMZM2G351417,2,208201782,4
GRMZM2G351454,5,174285461,4
GRMZM2G351469,7,163608913,1
GRMZM2G351484,7,164772100,1
GRMZM2G351577,10,147838864,2
GRMZM2G351582,1,279116482,1
GRMZM2G351599,1,183689380,1
GRMZM2G351747,4,236091623,3
GRMZM2G351775,8,87494788,4
GRMZM2G351832,5,206561939,4
GRMZM2G351937,8,131526987,3
GRMZM2G351977,8,141642252,2
GRMZM2G351990,8,141649337,3
GRMZM2G352023,10,130255984,1
GRMZM2G352042,3,32038070,2
GRMZM2G352129,2,30906065,3
GRMZM2G352132,4,67020987,5
GRMZM2G352159,3,107571347,3
GRMZM2G352274,5,179266138,1
GRMZM2G352415,1,297016242,3
GRMZM2G352428,2,198902672,2
GRMZM2G352431,5,172565697,1
GRMZM2G352607,9,43237202,3
GRMZM2G352618,6,128455104,4
GRMZM2G352678,1,36419811,3
GRMZM2G352708,1,71001164,2
GRMZM2G352756,4,175647147,4
GRMZM2G352883,1,43059388,3
GRMZM2G352891,3,4148543,4
GRMZM2G353091,2,156784762,2
GRMZM2G353103,3,230441064,4
GRMZM2G353147,1,56971427,3
GRMZM2G353195,1,56159783,2
GRMZM2G353209,6,148941337,4
GRMZM2G353213,10,117994285,5
GRMZM2G353236,8,159648602,1
GRMZM2G353250,8,132372226,1
GRMZM2G353268,4,5531352,2
GRMZM2G353272,4,5535777,3
GRMZM2G353301,4,186829084,3
GRMZM2G353313,7,111409027,2
GRMZM2G353548,2,89710005,4
GRMZM2G353553,1,81918442,4
GRMZM2G353779,7,147070118,4
GRMZM2G353785,7,147077254,2
GRMZM2G353822,8,125007834,2
GRMZM2G353895,8,14546906,3
GRMZM2G354053,2,13403349,3
GRMZM2G354072,2,213325492,3
GRMZM2G354093,5,76635037,3
GRMZM2G354209,10,142511124,1
GRMZM2G354220,2,200075318,2
GRMZM2G354222,7,156270598,2
GRMZM2G354335,7,13066388,2
GRMZM2G354338,6,142866581,4
GRMZM2G354385,2,170736957,1
GRMZM2G354539,7,141825209,1
GRMZM2G354560,1,185341620,1
GRMZM2G354579,3,229388304,2
GRMZM2G354604,6,165705041,4
GRMZM2G354621,7,95428340,5
GRMZM2G354696,6,140053106,4
GRMZM2G354834,10,142364714,1
GRMZM2G354867,10,142400929,3
GRMZM2G355316,7,128896543,1
GRMZM2G355381,3,9113948,2
GRMZM2G355450,1,34715626,3
GRMZM2G355523,7,97166825,3
GRMZM2G355572,3,7937884,2
GRMZM2G355610,8,64654709,2
GRMZM2G355636,3,29010439,3
GRMZM2G355667,3,29012600,1
GRMZM2G355752,2,233551108,2
GRMZM2G355771,1,253019475,3
GRMZM2G355773,10,116372478,3
GRMZM2G355806,4,45667885,1
GRMZM2G355846,1,9190596,4
GRMZM2G356034,4,223045742,3
GRMZM2G356076,7,163057737,3
GRMZM2G356178,2,144075203,5
GRMZM2G356198,7,150911155,1
GRMZM2G356204,5,1886,2
GRMZM2G356260,5,24627,2
GRMZM2G356545,4,15041485,2
GRMZM2G356618,9,145588304,1
GRMZM2G356714,8,157882353,4
GRMZM2G356817,10,3161637,1
GRMZM2G356894,7,170033433,3
GRMZM2G356935,4,129013915,2
GRMZM2G356938,5,215811751,2
GRMZM2G357040,7,144822054,1
GRMZM2G357112,2,170556371,2
GRMZM2G357296,6,125241849,4
GRMZM2G357399,3,186576511,3
GRMZM2G357595,4,186949193,5
GRMZM2G357631,7,154185661,2
GRMZM2G357636,7,154183801,1
GRMZM2G357660,2,49913514,5
GRMZM2G357683,2,216629170,2
GRMZM2G357804,1,204643128,3
GRMZM2G357834,6,141511189,1
GRMZM2G357873,8,169637855,4
GRMZM2G357923,5,205368055,4
GRMZM2G358050,3,138115762,5
GRMZM2G358051,2,68691917,3
GRMZM2G358059,7,24410187,4
GRMZM2G358238,9,134641087,4
GRMZM2G358279,1,10961122,4
GRMZM2G358311,1,17962731,4
GRMZM2G358381,2,211158064,4
GRMZM2G358416,5,3067838,2
GRMZM2G358467,7,155357396,1
GRMZM2G358491,6,135656325,4
GRMZM2G358618,3,154098120,2
GRMZM2G358693,1,214723447,2
GRMZM2G358768,7,129871623,3
GRMZM2G358827,4,5008568,4
GRMZM2G358830,3,198392360,4
GRMZM2G358877,9,145383689,2
GRMZM2G358931,9,151988755,3
GRMZM2G358956,3,223829442,2
GRMZM2G359018,8,27633857,4
GRMZM2G359033,9,124562024,1
GRMZM2G359038,5,157523012,4
GRMZM2G359070,9,134364381,2
GRMZM2G359102,4,47535825,2
GRMZM2G359105,2,216930733,2
GRMZM2G359127,1,258882974,1
GRMZM2G359217,1,272575324,2
GRMZM2G359234,3,181705251,4
GRMZM2G359260,4,39542928,4
GRMZM2G359298,10,103630885,1
GRMZM2G359322,9,122956589,1
GRMZM2G359331,2,13450210,5
GRMZM2G359333,5,64251060,1
GRMZM2G359365,6,145414945,3
GRMZM2G359397,3,166381860,4
GRMZM2G359505,3,160935318,4
GRMZM2G359521,2,180826453,3
GRMZM2G359589,4,16211095,5
GRMZM2G359664,8,68689760,1
GRMZM2G359735,10,126143894,1
GRMZM2G359874,5,209471322,4
GRMZM2G360021,3,211727770,4
GRMZM2G360339,6,115129694,1
GRMZM2G360352,4,40384563,1
GRMZM2G360429,1,36213804,2
GRMZM2G360455,5,91813295,3
GRMZM2G360517,2,206054575,2
GRMZM2G360523,9,100984152,2
GRMZM2G360529,10,138050189,5
GRMZM2G360589,5,163610406,5
GRMZM2G360615,10,39950261,1
GRMZM2G360626,1,166317965,2
GRMZM2G360677,4,232682602,4
GRMZM2G360681,6,160623094,4
GRMZM2G360688,7,50126689,3
GRMZM2G360698,3,142424295,4
GRMZM2G360835,4,184845372,4
GRMZM2G360873,10,129251210,4
GRMZM2G360907,2,101656224,3
GRMZM2G360949,7,153602125,2
GRMZM2G361049,2,13010634,2
GRMZM2G361064,6,154130934,1
GRMZM2G361074,4,160565262,3
GRMZM2G361220,1,285061806,3
GRMZM2G361391,5,64808205,1
GRMZM2G361398,3,224119937,3
GRMZM2G361475,3,146372008,3
GRMZM2G361501,3,151045279,4
GRMZM2G361593,1,273896590,2
GRMZM2G361605,6,130965430,5
GRMZM2G361611,4,239341925,1
GRMZM2G361615,7,19826260,2
GRMZM2G361625,9,106630477,1
GRMZM2G361652,9,106626673,3
GRMZM2G361662,1,273896310,1
GRMZM2G361693,4,182736364,4
GRMZM2G361699,9,106627998,3
GRMZM2G361842,1,173318658,3
GRMZM2G361847,7,174228964,2
GRMZM2G361902,1,99046432,2
GRMZM2G361917,1,99046787,1
GRMZM2G361993,5,60927120,3
GRMZM2G362088,9,152641856,5
GRMZM2G362131,7,109731758,1
GRMZM2G362281,1,61448304,2
GRMZM2G362298,6,73909139,1
GRMZM2G362306,3,113425048,1
GRMZM2G362312,5,154481015,3
GRMZM2G362368,2,38322654,4
GRMZM2G362718,2,234401190,4
GRMZM2G362726,6,91150903,4
GRMZM2G362785,6,91067699,1
GRMZM2G362848,5,193452904,1
GRMZM2G362949,3,22344796,1
GRMZM2G363008,1,183083097,1
GRMZM2G363038,4,195532382,1
GRMZM2G363052,7,85636809,3
GRMZM2G363229,1,299901077,4
GRMZM2G363253,8,115904670,2
GRMZM2G363408,8,167126299,2
GRMZM2G363437,5,18622746,4
GRMZM2G363460,8,135456737,2
GRMZM2G363470,2,7044360,4
GRMZM2G363474,4,234820775,5
GRMZM2G363535,3,9581814,3
GRMZM2G363540,4,37230592,2
GRMZM2G363545,1,290979160,2
GRMZM2G363554,3,9580701,4
GRMZM2G363715,2,167843089,4
GRMZM2G363728,4,241016115,3
GRMZM2G363789,9,113935354,1
GRMZM2G363801,3,151704579,4
GRMZM2G363813,1,262502513,3
GRMZM2G363893,3,52451673,1
GRMZM2G363908,3,52447005,2
GRMZM2G363982,5,90858170,1
GRMZM2G364068,4,172522625,4
GRMZM2G364069,1,250092428,5
GRMZM2G364145,1,30346732,5
GRMZM2G364172,5,215976785,5
GRMZM2G364178,1,30346732,5
GRMZM2G364272,3,9323390,2
GRMZM2G364285,10,55452678,1
GRMZM2G364566,3,227123179,2
GRMZM2G364597,2,33727614,5
GRMZM2G364748,10,68925084,2
GRMZM2G364851,7,36229351,3
GRMZM2G364901,2,34688245,2
GRMZM2G364982,6,6188368,2
GRMZM2G365035,2,157290500,4
GRMZM2G365134,1,93268250,4
GRMZM2G365160,2,212180651,4
GRMZM2G365185,4,233868501,4
GRMZM2G365188,2,3565163,2
GRMZM2G365250,2,204031131,2
GRMZM2G365374,2,190158140,4
GRMZM2G365515,2,184762523,2
GRMZM2G365677,2,128406233,1
GRMZM2G365731,1,236146902,4
GRMZM2G365736,2,107850472,1
GRMZM2G365768,6,122404817,1
GRMZM2G365770,10,5904791,4
GRMZM2G365888,10,27266663,1
GRMZM2G365961,6,85796253,2
GRMZM2G365983,8,18775002,3
GRMZM2G366065,2,31200329,2
GRMZM2G366130,2,185855968,1
GRMZM2G366146,9,74583231,2
GRMZM2G366150,2,31153413,3
GRMZM2G366264,10,5530510,2
GRMZM2G366270,10,144130522,3
GRMZM2G366392,4,136066832,4
GRMZM2G366402,5,62109763,2
GRMZM2G366532,9,139511183,4
GRMZM2G366584,1,252809050,2
GRMZM2G366607,3,151968278,3
GRMZM2G366622,3,151973044,3
GRMZM2G366638,5,35392601,2
GRMZM2G366659,4,76333425,2
GRMZM2G366681,1,295987680,2
GRMZM2G366688,1,294143953,1
GRMZM2G366698,5,160709756,5
GRMZM2G366919,2,170852161,1
GRMZM2G366935,3,221677998,5
GRMZM2G367023,1,98318950,2
GRMZM2G367026,3,148975555,2
GRMZM2G367092,1,282742485,3
GRMZM2G367094,5,8461784,1
GRMZM2G367115,2,1958891,1
GRMZM2G367206,2,233481862,3
GRMZM2G367234,7,110911782,1
GRMZM2G367355,7,89316921,3
GRMZM2G367367,2,110086256,4
GRMZM2G367638,9,26940702,3
GRMZM2G367701,8,156728700,1
GRMZM2G367834,2,195711947,1
GRMZM2G367941,6,2721522,2
GRMZM2G368041,1,222951531,4
GRMZM2G368058,7,126460741,3
GRMZM2G368126,3,114791041,2
GRMZM2G368206,5,210502225,3
GRMZM2G368388,3,38438591,1
GRMZM2G368448,6,157746558,3
GRMZM2G368610,9,114979549,1
GRMZM2G368678,6,119683823,3
GRMZM2G368698,2,53680051,4
GRMZM2G368799,5,167246040,4
GRMZM2G368827,1,194932732,1
GRMZM2G368861,10,63620575,3
GRMZM2G368886,1,293628423,4
GRMZM2G368898,10,146687463,3
GRMZM2G368902,10,63619132,3
GRMZM2G368908,10,146681902,2
GRMZM2G368909,1,293638824,4
GRMZM2G369047,8,149175901,4
GRMZM2G369130,1,258383094,5
GRMZM2G369203,3,113066409,4
GRMZM2G369260,10,75667720,2
GRMZM2G369284,7,2890969,1
GRMZM2G369340,7,149364079,2
GRMZM2G369445,2,222647770,1
GRMZM2G369652,3,150269227,2
GRMZM2G369703,3,226806520,1
GRMZM2G369792,2,55894657,4
GRMZM2G369799,3,143488660,3
GRMZM2G369815,1,297376824,3
GRMZM2G369839,3,225780611,3
GRMZM2G369884,1,55163925,2
GRMZM2G369912,1,297376625,3
GRMZM2G369931,3,225766852,4
GRMZM2G369939,5,28210341,3
GRMZM2G369956,3,225758763,4
GRMZM2G370048,8,169137743,5
GRMZM2G370081,7,163923704,1
GRMZM2G370155,9,24333911,2
GRMZM2G370162,5,214631906,2
GRMZM2G370332,5,94443945,3
GRMZM2G370510,1,67179941,2
GRMZM2G370693,4,198918969,2
GRMZM2G370715,6,157482736,5
GRMZM2G370777,4,178888644,2
GRMZM2G370815,4,171789884,3
GRMZM2G370852,5,72919305,4
GRMZM2G370991,5,186863886,2
GRMZM2G371033,8,161523276,3
GRMZM2G371058,6,149124618,4
GRMZM2G371079,8,161470377,2
GRMZM2G371137,1,5810247,2
GRMZM2G371176,3,6973291,4
GRMZM2G371210,1,286989394,2
GRMZM2G371313,6,158266825,3
GRMZM2G371316,10,46780333,1
GRMZM2G371606,3,220677607,5
GRMZM2G371795,5,209146981,2
GRMZM2G371890,8,163616724,5
GRMZM2G371944,2,3087445,4
GRMZM2G372058,2,225781802,4
GRMZM2G372068,2,225808267,3
GRMZM2G372074,2,5925771,4
GRMZM2G372077,3,35930038,5
GRMZM2G372200,8,127960154,2
GRMZM2G372297,3,226959624,4
GRMZM2G372398,1,36497259,1
GRMZM2G372440,3,188235734,3
GRMZM2G372475,10,80719013,2
GRMZM2G372477,3,188241309,4
GRMZM2G372632,9,124167230,2
GRMZM2G372812,5,146432112,1
GRMZM2G372870,8,29714802,2
GRMZM2G372928,8,25390484,3
GRMZM2G373175,3,26786481,2
GRMZM2G373272,3,98800525,1
GRMZM2G373322,2,137774253,1
GRMZM2G373341,1,87916466,2
GRMZM2G373420,5,61062286,2
GRMZM2G373459,8,158426839,1
GRMZM2G373522,4,154310741,2
GRMZM2G373554,2,176917163,3
GRMZM2G373717,6,82615487,2
GRMZM2G373849,2,63752703,2
GRMZM2G373914,4,239126937,3
GRMZM2G374065,8,144667385,4
GRMZM2G374074,4,239419251,1
GRMZM2G374084,4,239424054,3
GRMZM2G374088,4,239429288,4
GRMZM2G374203,2,12251258,3
GRMZM2G374385,5,24947270,4
GRMZM2G374574,5,66431706,1
GRMZM2G374629,4,214505874,2
GRMZM2G374779,1,1001806,2
GRMZM2G374827,6,3043107,3
GRMZM2G374881,9,20970947,2
GRMZM2G374969,7,160227245,4
GRMZM2G374973,1,226316829,1
GRMZM2G375002,5,217608438,3
GRMZM2G375116,5,204821761,4
GRMZM2G375159,8,18442318,2
GRMZM2G375172,5,140312981,4
GRMZM2G375197,3,28354290,2
GRMZM2G375222,8,122468919,3
GRMZM2G375307,7,145741794,4
GRMZM2G375420,2,223509165,4
GRMZM2G375504,8,95717247,3
GRMZM2G375707,8,142477167,3
GRMZM2G375733,4,68013905,2
GRMZM2G375762,5,205032232,1
GRMZM2G375807,3,145788459,3
GRMZM2G375904,6,158186345,4
GRMZM2G375975,8,146830987,1
GRMZM2G375984,5,19050007,3
GRMZM2G375999,9,97391555,4
GRMZM2G376067,5,199370828,4
GRMZM2G376074,1,25150468,3
