name2	S	ThetaW	ThetaPi	ThetaH	TajD	seqbp
GRMZM2G360698	8	1.66916	2.0144	1.76153	0.534149	719
GRMZM2G360761	9	1.93965	2.79047	NA	1.2021	104
GRMZM2G360792	0	0	0	NA	NA	15
GRMZM2G360835	23	4.80166	5.52534	11.5295	0.468205	695
GRMZM2G360867	0	0	0	NA	NA	96
GRMZM2G360891	0	0	0	NA	NA	34
GRMZM2G360907	12	2.5286	3.14304	7.04186	0.690466	492
GRMZM2G361049	1	0.229885	0.241015	0.038055	0.0663787	35
GRMZM2G361064	0	0	0	NA	NA	162
GRMZM2G361066	9	1.92061	2.01911	0.709114	0.139168	292
GRMZM2G361074	3	0.63908	0.498537	0.0171386	-0.433726	65
GRMZM2G361100	0	0	0	NA	NA	78
GRMZM2G361115	1	0.207531	0.134576	0.010352	-0.435117	54
GRMZM2G361120	0	0	NA	NA	NA	NA
GRMZM2G361164	0	0	0	NA	NA	215
GRMZM2G361210	0	0	0	NA	NA	9
GRMZM2G361220	11	2.31949	2.2484	2.42867	-0.0856976	153
GRMZM2G361242	0	0	NA	NA	NA	NA
GRMZM2G361256	32	6.71478	7.58037	10.5746	0.416673	969
GRMZM2G361315	7	1.4591	1.63675	2.02551	0.304031	194
GRMZM2G361376	1	0.225329	0.0416667	NA	-1.09538	130
GRMZM2G361388	2	0.446508	0.659592	NA	0.848187	39
GRMZM2G361391	2	0.420291	0.283518	0.0282564	-0.544427	48
GRMZM2G361398	16	3.36431	3.77014	5.48437	0.359231	493
GRMZM2G361423	8	1.68581	2.41708	0.644864	1.13143	325
GRMZM2G361442	0	0	0	NA	NA	19
GRMZM2G361475	0	0	0	NA	NA	162
GRMZM2G361501	2	0.418913	0.862179	0.380071	1.76444	295
GRMZM2G361511	0	0	0	NA	NA	26
GRMZM2G361513	2	0.42738	0.510015	NA	0.328931	67
GRMZM2G361518	28	5.86973	8.3988	10.0855	1.37351	720
GRMZM2G361535	3	0.627709	0.830235	2.6049	0.625009	128
GRMZM2G361561	3	0.627763	0.820678	3.24041	0.595348	109
GRMZM2G361569	2	0.421976	0.292866	0	-0.513927	124
GRMZM2G361593	8	1.70179	2.03454	0.0178571	0.514823	292
GRMZM2G361602	3	0.653169	1.48723	NA	2.57397	141
GRMZM2G361605	15	3.14313	4.00626	11.0353	0.806688	566
GRMZM2G361611	1	0.210116	0.416317	NA	1.22981	78
GRMZM2G361615	7	1.47236	0.81314	4.11384	-1.12821	401
GRMZM2G361621	0	0	NA	NA	NA	NA
GRMZM2G361625	1	0.217694	0.508442	NA	1.73406	108
GRMZM2G361633	1	0.217694	0.165584	NA	-0.310786	76
GRMZM2G361652	5	1.05563	1.82103	0.948328	1.67248	366
GRMZM2G361659	2	0.421732	0.391752	0.0496479	-0.119336	311
GRMZM2G361662	4	0.836506	0.338866	0.02118	-1.26904	105
GRMZM2G361688	3	0.637496	0.721364	0.0567998	0.258823	123
GRMZM2G361693	1	0.210116	0.428904	0.18648	1.30488	273
GRMZM2G361699	4	0.856487	1.31733	0.3781	1.17521	94
GRMZM2G361718	0	0	0	NA	NA	101
GRMZM2G361842	2	0.418913	0.594003	0.0438982	0.696954	105
GRMZM2G361847	14	2.94264	3.2989	9.54006	0.352699	227
GRMZM2G361855	13	2.7312	3.10911	3.49596	0.397769	416
GRMZM2G361902	0	0	0	NA	NA	112
GRMZM2G361984	2	0.440001	0.430205	0.0169133	-0.038992	27
GRMZM2G361986	1	0.207531	0.205383	NA	-0.0128124	224
GRMZM2G361993	2	0.43205	0.780592	NA	1.38738	84
GRMZM2G362021	0	0	NA	NA	NA	NA
GRMZM2G362088	1	0.212935	0.228451	0.0338445	0.0925353	114
GRMZM2G362131	9	1.90383	2.40728	2.04781	0.71132	537
GRMZM2G362163	5	1.05529	2.05143	NA	2.17669	241
GRMZM2G362281	5	1.08781	1.33644	1.47601	0.543283	74
GRMZM2G362298	3	0.645074	1.1171	NA	1.4567	183
GRMZM2G362306	8	1.67576	1.27441	2.71844	-0.620977	150
GRMZM2G362312	0	0	0	NA	NA	34
GRMZM2G362362	17	3.59857	4.01404	6.37733	0.349322	267
GRMZM2G362368	1	0.210116	0.239161	1.51469	0.173227	24
GRMZM2G362398	0	0	0	NA	NA	34
GRMZM2G362410	4	0.846435	1.10626	1.14421	0.662592	230
GRMZM2G362413	3	0.633226	0.761866	NA	0.396992	100
GRMZM2G362471	5	1.08402	1.46128	0.000698812	0.824354	192
GRMZM2G362627	1	0.212935	0.499736	0.647805	1.71051	75
GRMZM2G362693	10	2.10465	2.77493	1.20856	0.871857	124
GRMZM2G362718	19	3.98659	3.99462	6.82898	0.00614101	621
GRMZM2G362726	6	1.26581	1.34468	5.725	0.151234	1003
GRMZM2G362745	0	0	NA	NA	NA	NA
GRMZM2G362778	0	0	0	NA	NA	22
GRMZM2G362785	1	0.217694	0.165584	0.0162338	-0.310786	550
GRMZM2G362793	0	0	0	NA	NA	73
GRMZM2G362803	14	2.9492	3.66224	0.346097	0.705913	300
GRMZM2G362807	1	0.214445	0.259322	0.0457627	0.267653	238
GRMZM2G362823	2	0.423241	0.604688	NA	0.722253	55
GRMZM2G362828	3	0.634545	0.328131	1.84573	-0.945615	134
GRMZM2G362848	7	1.47429	2.17162	1.10145	1.19343	420
GRMZM2G362850	4	0.864449	1.59159	1.25516	1.85428	408
GRMZM2G362857	0	0	0	NA	NA	127
GRMZM2G362883	1	0.216029	0.241984	0	0.154802	149
GRMZM2G362897	0	0	0	NA	NA	12
GRMZM2G362926	0	0	0	NA	NA	31
GRMZM2G362942	0	0	0	0	NA	60
GRMZM2G362949	7	1.45783	2.82207	3.31217	2.33479	216
GRMZM2G362960	2	0.416328	0.389185	1.48709	-0.108043	89
GRMZM2G363004	0	0	0	NA	NA	80
GRMZM2G363008	4	0.886846	1.37804	NA	1.2526	60
GRMZM2G363038	7	1.46973	2.23228	5.31855	1.30506	971
GRMZM2G363052	4	0.833921	1.44437	1.07564	1.55671	197
GRMZM2G363066	8	1.69713	2.33121	1.24014	0.98105	309
GRMZM2G363109	1	0.208796	0.500439	NA	1.73939	72
GRMZM2G363116	4	0.871634	1.31511	0.469241	1.13092	207
GRMZM2G363138	19	3.98739	3.60245	1.35519	-0.29422	408
GRMZM2G363183	0	0	0	NA	NA	113
GRMZM2G363186	0	0	0	NA	NA	44
GRMZM2G363229	5	1.06337	1.51414	NA	0.985001	292
GRMZM2G363253	7	1.46042	2.15637	3.48196	1.19106	231
GRMZM2G363272	0	0	0	NA	NA	18
GRMZM2G363319	1	0.211494	0.03125	NA	-1.075	73
GRMZM2G363408	11	2.35186	2.81359	6.62614	0.556658	328
GRMZM2G363429	1	0.217694	0.509091	NA	1.73793	238
GRMZM2G363437	4	0.83524	0.924937	0.229153	0.228737	242
GRMZM2G363447	3	0.637639	0.417551	0.0247197	-0.679205	48
GRMZM2G363454	0	0	0	NA	NA	74
GRMZM2G363470	11	2.37472	2.20469	3.91385	-0.204983	230
GRMZM2G363474	17	3.57815	4.77568	2.13209	1.00687	306
GRMZM2G363503	1	0.227534	0.0850242	NA	-0.849946	19
GRMZM2G363520	0	0	0	NA	NA	22
GRMZM2G363535	3	0.631726	0.637777	2.31607	0.018673	361
GRMZM2G363537	1	0.208796	0.163301	0.0158033	-0.27134	64
GRMZM2G363540	4	0.83139	1.21009	0.997998	0.965731	175
GRMZM2G363545	2	0.415063	0.165631	1.92133	-0.992867	314
GRMZM2G363552	18	3.79224	6.0599	3.02912	1.81573	571
GRMZM2G363554	5	1.0679	1.66133	NA	1.29672	97
GRMZM2G363557	5	1.06235	1.44667	0.123933	0.839784	648
GRMZM2G363595	0	0	0	NA	NA	58
GRMZM2G363715	6	1.28641	1.17953	2.42107	-0.204943	322
GRMZM2G363728	4	0.842154	0.865855	1.72792	0.06044	702
GRMZM2G363789	7	1.50834	2.41334	NA	1.54885	165
GRMZM2G363801	8	1.6745	1.75905	3.54094	0.130821	293
GRMZM2G363805	0	0	NA	NA	NA	NA
GRMZM2G363813	25	5.24041	7.41249	8.67412	1.30533	501
GRMZM2G363820	2	0.423051	0.238304	NA	-0.735391	65
GRMZM2G363893	4	0.847741	0.126748	3.93301	-1.83861	251
GRMZM2G363908	1	0.212935	0.228451	0.0338445	0.0925353	75
GRMZM2G363926	3	0.634941	0.510829	0.00241984	-0.383018	226
GRMZM2G363971	0	0	0	0	NA	70
GRMZM2G363982	0	0	0	0	NA	142
GRMZM2G364060	1	0.212935	0.0322581	1.96774	-1.07758	117
GRMZM2G364068	0	0	0	NA	NA	23
GRMZM2G364069	12	2.54978	3.69455	5.09377	1.28642	265
GRMZM2G364172	10	2.08842	2.31879	0.374181	0.299658	156
GRMZM2G364208	1	0.238005	0.507824	NA	1.60923	13
GRMZM2G364252	1	0.2324	0.176539	0.018583	-0.33316	26
GRMZM2G364272	0	0	NA	NA	NA	NA
GRMZM2G364287	0	0	NA	NA	NA	NA
GRMZM2G364320	0	0	0	NA	NA	91
GRMZM2G364328	2	0.417647	0.556568	0	0.552978	273
GRMZM2G364349	4	0.852084	0.998232	1.2801	0.372695	255
GRMZM2G364366	0	0	0	NA	NA	12
GRMZM2G364369	0	0	0	NA	NA	120
GRMZM2G364410	12	2.67203	3.65842	NA	1.10844	176
GRMZM2G364469	1	0.208796	0.210711	NA	0.0114192	51
GRMZM2G364528	1	0.211494	0.328869	0.0838294	0.700039	116
GRMZM2G364566	14	3.00458	3.09184	6.67078	0.0863914	413
GRMZM2G364597	18	3.7847	4.70937	4.9935	0.740393	322
GRMZM2G364601	3	0.627822	0.586385	NA	-0.127877	59
GRMZM2G364612	0	0	0	NA	NA	70
GRMZM2G364643	0	0	0	0	NA	256
GRMZM2G364735	3	0.636177	0.828514	NA	0.593565	57
GRMZM2G364748	1	0.211494	0.0615079	NA	-0.894535	192
GRMZM2G364839	5	1.0749	1.01245	0.134296	-0.136454	87
GRMZM2G364863	1	0.219447	0.0726765	0.00279525	-0.875356	49
GRMZM2G364901	1	0.208796	0.491659	0.702371	1.68703	171
GRMZM2G364936	9	1.8973	2.51021	1.85144	0.865964	734
GRMZM2G364973	1	0.211494	0.0907738	NA	-0.71999	181
GRMZM2G364977	25	5.26962	4.71356	8.10285	-0.334168	699
GRMZM2G364982	0	0	0	NA	NA	80
GRMZM2G364988	0	0	0	NA	NA	45
GRMZM2G365035	10	2.12245	2.74921	2.76439	0.815253	343
GRMZM2G365053	0	0	0	NA	NA	1
GRMZM2G365134	9	1.9404	2.21255	0.26618	0.384501	343
GRMZM2G365160	4	0.840523	0.892929	2.52169	0.133642	382
GRMZM2G365162	0	0	0	NA	NA	14
GRMZM2G365185	7	1.47692	1.93491	0.504751	0.7838	620
GRMZM2G365188	1	0.210116	0.030303	NA	-1.07243	83
GRMZM2G365240	5	1.07931	1.1769	0.079537	0.213249	122
GRMZM2G365250	8	1.69371	2.1458	5.8467	0.699472	287
GRMZM2G365292	1	0.210116	0.192541	NA	-0.104821	44
GRMZM2G365298	0	0	0	NA	NA	55
GRMZM2G365319	22	4.6376	6.974	10.7718	1.57186	413
GRMZM2G365374	35	7.31951	10.4289	9.02288	1.37932	480
GRMZM2G365423	3	0.643544	0.423005	0.0540008	-0.680599	409
GRMZM2G365515	7	1.45525	1.80368	0.885486	0.596307	142
GRMZM2G365570	5	1.0944	1.30139	NA	0.452296	255
GRMZM2G365589	14	2.92913	4.42396	6.65738	1.47989	430
GRMZM2G365613	6	1.26495	1.25691	0.165261	-0.0154112	98
GRMZM2G365632	1	0.207531	0.182609	0.0202899	-0.148641	57
GRMZM2G365677	3	0.627709	0.964255	0.423617	1.0386	286
GRMZM2G365688	1	0.227534	0.0434783	0.000966184	-1.09773	61
GRMZM2G365731	7	1.47147	1.89329	4.82586	0.721913	429
GRMZM2G365736	3	0.627998	0.198718	0	-1.32479	140
GRMZM2G365768	16	3.369	4.89714	5.36488	1.35268	454
GRMZM2G365770	2	0.444551	0.391818	0.0271493	-0.209904	50
GRMZM2G365774	4	0.853525	0.880813	1.32053	0.0695875	168
GRMZM2G365810	1	0.207531	0.0832298	0.00372671	-0.741349	250
GRMZM2G365815	4	0.843738	0.671082	0.0454366	-0.440292	363
GRMZM2G365875	0	0	0	NA	NA	231
GRMZM2G365888	11	2.30785	2.36183	4.68504	0.0650791	523
GRMZM2G365899	0	0	0	NA	NA	45
GRMZM2G365931	4	0.854903	0.258259	0.00409941	-1.52151	167
GRMZM2G365957	8	1.68794	0.367481	5.79144	-2.04303	901
GRMZM2G365961	3	0.630407	0.555278	NA	-0.231852	118
GRMZM2G365970	0	0	0	NA	NA	31
GRMZM2G365983	18	3.76044	2.55289	7.03765	-0.966895	902
GRMZM2G366020	6	1.26107	0.885071	5.91263	-0.720961	429
GRMZM2G366065	13	2.77642	4.05203	2.04617	1.34264	290
GRMZM2G366077	3	0.631726	0.289014	0.0018648	-1.05763	191
GRMZM2G366101	0	0	0	NA	NA	52
GRMZM2G366117	1	0.216029	0.188748	0	-0.162707	206
GRMZM2G366130	3	0.63908	0.364696	NA	-0.846768	72
GRMZM2G366142	1	0.210116	0.0881119	NA	-0.727647	216
GRMZM2G366146	17	3.55388	3.98616	10.0143	0.363456	779
GRMZM2G366150	15	3.13865	4.18015	2.10843	0.973396	412
GRMZM2G366199	9	1.8968	2.17396	2.71684	0.391586	90
GRMZM2G366264	12	2.51045	2.58286	4.19121	0.0813649	211
GRMZM2G366270	2	0.432138	0.948323	0	2.05469	146
GRMZM2G366301	0	0	0	NA	NA	54
GRMZM2G366373	4	0.83524	1.06922	1.49068	0.596676	198
GRMZM2G366383	1	0.241151	0.0555556	NA	-1.10691	26
GRMZM2G366389	4	0.830125	0.648861	1.69896	-0.462242	114
GRMZM2G366392	30	6.28576	6.40772	7.52384	0.0622466	276
GRMZM2G366402	4	0.840581	1.42572	3.19735	1.49217	182
GRMZM2G366411	16	3.35062	3.86991	4.03028	0.459671	605
GRMZM2G366434	5	1.05202	1.34536	0.893527	0.640983	216
GRMZM2G366520	0	0	0	NA	NA	205
GRMZM2G366532	24	5.03538	6.3485	7.86472	0.818227	446
GRMZM2G366584	5	1.04145	0.909986	1.97143	-0.287269	443
GRMZM2G366607	8	1.71275	2.99845	1.62775	1.98924	220
GRMZM2G366622	2	0.42889	0.715819	NA	1.14213	54
GRMZM2G366633	0	0	0	NA	NA	7
GRMZM2G366647	0	0	0	NA	NA	47
GRMZM2G366659	34	7.10152	7.04035	21.3155	-0.0278622	583
GRMZM2G366681	0	0	0	NA	NA	57
GRMZM2G366688	0	0	0	NA	NA	26
GRMZM2G366698	15	3.14244	4.88885	3.66128	1.63221	526
GRMZM2G366720	4	0.83524	0.79405	0.0811594	-0.105039	300
GRMZM2G366792	5	1.06048	1.3562	3.4453	0.646165	573
GRMZM2G366795	9	1.90037	2.78118	0.56892	1.24447	394
GRMZM2G366843	2	0.419025	0.280905	0.0124008	-0.549792	334
GRMZM2G366851	22	4.64378	8.50968	2.29155	2.60086	804
GRMZM2G366873	0	0	0	NA	NA	329
GRMZM2G366919	9	1.91752	1.49769	6.49184	-0.593167	342
GRMZM2G366935	2	0.423051	0.474512	0.211994	0.204843	218
GRMZM2G366953	2	0.482302	0.265079	NA	-0.86466	11
GRMZM2G366977	24	5.05332	6.88086	12.9586	1.13877	322
GRMZM2G366981	1	0.221297	0.497738	NA	1.64872	53
GRMZM2G367001	0	0	0	NA	NA	59
GRMZM2G367008	9	1.89403	1.33059	1.46907	-0.796071	432
GRMZM2G367026	11	2.33923	2.41744	5.39789	0.0942915	513
GRMZM2G367092	1	0.208796	0.112379	0.00702371	-0.575044	91
GRMZM2G367094	1	0.214445	0.427119	0.183051	1.26841	27
GRMZM2G367107	4	0.843463	1.33552	NA	1.25481	118
GRMZM2G367110	0	0	0	NA	NA	44
GRMZM2G367206	4	0.83524	1.02559	2.33074	0.485405	154
GRMZM2G367234	7	1.46588	1.16337	3.71416	-0.517721	135
GRMZM2G367267	11	2.32594	3.14385	3.72935	0.986059	622
GRMZM2G367284	2	0.42161	0.261239	NA	-0.638362	46
GRMZM2G367330	0	0	0	NA	NA	79
GRMZM2G367340	1	0.211494	0.03125	0.000496032	-1.075	373
GRMZM2G367348	4	0.884782	1.42468	NA	1.3768	48
GRMZM2G367355	9	1.90687	2.09928	6.23707	0.271853	466
GRMZM2G367367	9	1.87158	3.72376	3.50667	2.61691	169
GRMZM2G367431	5	1.05911	1.01184	1.32205	-0.10328	71
GRMZM2G367438	3	0.651504	0.32313	NA	-1.01339	117
GRMZM2G367483	1	0.219447	0.037037	NA	-1.08791	27
GRMZM2G367564	6	1.29499	1.39816	2.02699	0.197827	181
GRMZM2G367638	3	0.634545	0.6574	NA	0.070532	132
GRMZM2G367650	0	0	0	NA	NA	60
GRMZM2G367657	3	0.668099	0.458487	0.00142248	-0.646877	169
GRMZM2G367668	9	1.90007	1.99157	2.41394	0.129283	429
GRMZM2G367678	8	1.71585	1.58001	2.18834	-0.210168	396
GRMZM2G367701	8	1.68948	2.0419	0.536195	0.545265	263
GRMZM2G367714	0	0	0	NA	NA	217
GRMZM2G367777	1	0.210116	0.261072	NA	0.303909	12
GRMZM2G367813	1	0.210116	0.321212	0.0787879	0.662591	46
GRMZM2G367829	0	0	NA	NA	NA	NA
GRMZM2G367857	0	0	0	0	NA	395
GRMZM2G367907	2	0.440469	0.225777	NA	-0.854587	142
GRMZM2G367941	0	0	0	NA	NA	34
GRMZM2G368023	6	1.26821	0.969094	1.29782	-0.573557	226
GRMZM2G368041	4	0.87508	1.79492	NA	2.34568	119
GRMZM2G368044	2	0.443022	0.860251	NA	1.66079	45
GRMZM2G368047	2	0.445228	0.985419	NA	2.15025	60
GRMZM2G368126	1	0.211494	0.328869	NA	0.700039	40
GRMZM2G368151	2	0.418913	0.686832	0.0741879	1.06646	167
GRMZM2G368195	12	2.50974	1.10959	5.41816	-1.57341	102
GRMZM2G368206	24	5.07744	9.0646	10.5573	2.48445	973
GRMZM2G368312	13	2.72952	3.5474	8.86252	0.860854	200
GRMZM2G368350	4	0.871032	0.175325	3.92593	-1.77413	110
GRMZM2G368380	16	3.38685	3.91279	NA	0.465549	286
GRMZM2G368388	1	0.217694	0.342857	0.0935065	0.74649	50
GRMZM2G368398	4	0.839379	1.30354	1.02668	1.18367	507
GRMZM2G368410	12	2.51658	1.85443	8.04025	-0.744087	340
GRMZM2G368411	5	1.07562	1.57778	0.139712	1.09727	146
GRMZM2G368448	13	2.7661	1.77296	5.25457	-1.04532	857
GRMZM2G368486	0	0	0	NA	NA	351
GRMZM2G368491	1	0.212935	0.252247	NA	0.234463	81
GRMZM2G368556	7	1.4738	1.83958	0.00198413	0.626014	208
GRMZM2G368574	0	0	0	NA	NA	78
GRMZM2G368591	14	2.99179	4.44874	5.25444	1.44238	280
GRMZM2G368608	0	0	0	NA	NA	81
GRMZM2G368610	8	1.70605	3.08802	2.49959	2.13819	408
GRMZM2G368618	0	0	0	NA	NA	46
GRMZM2G368639	1	0.212935	0.355368	0.103649	0.849483	118
GRMZM2G368658	12	2.51892	2.671	6.72483	0.170889	239
GRMZM2G368662	1	0.223254	0.489796	NA	1.58969	87
GRMZM2G368663	15	3.17164	3.79241	2.26914	0.580181	336
GRMZM2G368698	5	1.0595	1.33313	NA	0.597913	66
GRMZM2G368738	1	0.221297	0.144796	NA	-0.456259	17
GRMZM2G368758	0	0	0	NA	NA	49
GRMZM2G368765	0	0	0	NA	NA	117
GRMZM2G368767	5	1.04662	0.632502	0.0632504	-0.904903	108
GRMZM2G368799	4	0.888826	1.22972	0.0564972	0.869322	112
GRMZM2G368827	4	0.850798	0.953637	1.39527	0.262251	237
GRMZM2G368838	0	0	0	NA	NA	54
GRMZM2G368865	44	9.30227	15.7095	9.98466	2.30125	767
GRMZM2G368883	0	0	0	NA	NA	3
GRMZM2G368886	3	0.634677	0.667149	1.30356	0.10021	145
GRMZM2G368890	4	0.851741	0.993125	0.356425	0.360546	54
GRMZM2G368892	1	0.210116	0.167832	NA	-0.252186	43
GRMZM2G368898	6	1.27542	1.40682	2.03575	0.251961	122
GRMZM2G368902	4	0.859519	0.529067	3.38823	-0.842687	437
GRMZM2G368908	16	3.35772	4.79968	5.55348	1.2764	217
GRMZM2G368909	25	5.20742	5.77157	13.3439	0.339029	436
GRMZM2G369018	1	0.208796	0.34899	1.2331	0.836133	279
GRMZM2G369047	8	1.68575	3.00131	4.24537	2.03544	524
GRMZM2G369069	5	1.07291	1.14621	0.241984	0.160167	197
GRMZM2G369130	14	2.94054	3.01493	3.4965	0.0736414	346
GRMZM2G369149	0	0	NA	NA	NA	NA
GRMZM2G369182	2	0.420291	0.450918	0	0.121912	124
GRMZM2G369216	0	0	0	0	NA	53
GRMZM2G369228	0	0	0	NA	NA	51
GRMZM2G369237	6	1.26107	2.30735	3.1573	2.00623	61
GRMZM2G369242	4	0.840644	0.748775	NA	-0.234278	104
GRMZM2G369243	1	0.211494	0.0615079	NA	-0.894535	10
GRMZM2G369260	0	0	0	NA	NA	49
GRMZM2G369266	7	1.54851	1.27927	1.7458	-0.460787	245
GRMZM2G369284	5	1.10807	1.37245	NA	0.577705	39
GRMZM2G369340	0	0	0	0	NA	245
GRMZM2G369356	0	0	0	NA	NA	381
GRMZM2G369391	4	0.837825	1.16924	NA	0.845145	77
GRMZM2G369394	3	0.638806	0.0967742	0.000528821	-1.67275	193
GRMZM2G369432	1	0.211494	0.03125	0.000496032	-1.075	165
GRMZM2G369469	2	0.439931	0.539605	NA	0.396756	71
GRMZM2G369472	4	0.872785	1.04382	NA	0.436145	132
GRMZM2G369481	3	0.637686	1.32322	NA	2.11561	131
GRMZM2G369485	3	0.637433	0.76055	NA	0.379946	72
GRMZM2G369546	0	0	NA	NA	NA	NA
GRMZM2G369629	2	0.42161	0.34886	1.39335	-0.289583	205
GRMZM2G369652	5	1.06665	0.716791	8.5535	-0.764485	175
GRMZM2G369685	1	0.219447	0.506639	NA	1.71285	27
GRMZM2G369701	4	0.837825	1.35772	0.868303	1.32579	325
GRMZM2G369703	11	2.32118	4.05252	0.976729	2.08728	384
GRMZM2G369721	0	0	0	NA	NA	251
GRMZM2G369742	0	0	0	NA	NA	22
GRMZM2G369792	11	2.28664	1.85921	2.05427	-0.515306	437
GRMZM2G369799	1	0.211494	0.03125	0.000496032	-1.075	198
GRMZM2G369803	8	1.69059	2.16469	4.27951	0.733528	398
GRMZM2G369814	11	2.33181	1.17415	6.66263	-1.39566	318
GRMZM2G369815	4	0.84748	0.883498	0.208239	0.0918491	247
GRMZM2G369834	3	0.665848	0.895109	NA	0.707517	36
GRMZM2G369839	0	0	NA	NA	NA	NA
GRMZM2G369882	0	0	0	NA	NA	27
GRMZM2G369912	7	1.463	0.799234	1.9919	-1.13599	338
GRMZM2G369931	5	1.07879	1.51315	0.633917	0.94912	300
GRMZM2G369939	10	2.09209	3.76007	3.07251	2.16962	304
GRMZM2G369987	7	1.51793	1.8906	0	0.637793	144
GRMZM2G370044	4	0.855974	1.47512	NA	1.57889	49
GRMZM2G370048	9	1.90548	2.50819	2.25982	0.851554	273
GRMZM2G370081	11	2.3238	2.61346	5.33673	0.349211	659
GRMZM2G370143	2	0.417593	0.392888	NA	-0.0983369	161
GRMZM2G370155	4	0.83524	0.537637	1.26872	-0.758921	156
GRMZM2G370175	2	0.424825	0.990505	0.421861	2.25171	64
GRMZM2G370177	0	0	0	NA	NA	14
GRMZM2G370193	0	0	NA	NA	NA	NA
GRMZM2G370199	0	0	0	NA	NA	22
GRMZM2G370205	3	0.634021	0.685428	0.0414079	0.158643	113
GRMZM2G370275	0	0	0	NA	NA	45
GRMZM2G370302	11	2.31392	2.84301	0.113401	0.637865	187
GRMZM2G370332	2	0.418913	0.325299	1.37711	-0.372633	191
GRMZM2G370356	1	0.208796	0.365233	0.112379	0.933004	66
GRMZM2G370377	1	0.223254	0.0783673	NA	-0.864121	103
GRMZM2G370405	1	0.229885	0.494715	NA	1.57947	85
GRMZM2G370425	9	1.93743	2.38544	NA	0.63299	260
GRMZM2G370507	3	0.631726	1.17386	0.579121	1.67306	80
GRMZM2G370510	19	3.97821	6.13815	5.81255	1.65087	301
GRMZM2G370529	0	0	0	NA	NA	8
GRMZM2G370693	5	1.05213	1.31144	0.223736	0.566621	229
GRMZM2G370715	34	7.22505	8.65059	20.074	0.649356	900
GRMZM2G370741	0	0	0	NA	NA	61
GRMZM2G370745	12	2.51717	2.38709	1.51426	-0.146176	343
GRMZM2G370756	0	0	0	NA	NA	3
GRMZM2G370777	1	0.207531	0.248447	0.0414079	0.244028	78
GRMZM2G370780	1	0.211494	0.364583	NA	0.913043	174
GRMZM2G370797	4	0.863079	0.800674	NA	-0.159139	224
GRMZM2G370815	1	0.216029	0.503327	NA	1.71348	276
GRMZM2G370846	4	0.833921	1.27923	NA	1.1356	80
GRMZM2G370850	0	0	0	NA	NA	81
GRMZM2G370863	1	0.217694	0.321429	NA	0.618688	92
GRMZM2G370905	10	2.09996	3.53202	1.61496	1.86274	160
GRMZM2G370915	2	0.423241	0.0627451	1.96667	-1.43497	271
GRMZM2G370920	0	0	0	NA	NA	39
GRMZM2G370924	0	0	0	NA	NA	120
GRMZM2G370928	8	1.69026	2.20216	0.120726	0.792003	250
GRMZM2G370988	2	0.424429	0.154232	0.00446429	-1.07553	200
GRMZM2G370991	2	0.416328	0.98073	0.478051	2.24662	107
GRMZM2G370999	0	0	0	NA	NA	49
GRMZM2G371017	4	0.836673	1.03643	1.44288	0.509399	253
GRMZM2G371056	4	0.837938	1.35914	NA	1.32911	210
GRMZM2G371058	3	0.646658	1.03521	NA	1.1991	212
GRMZM2G371062	14	3.00197	3.94799	11.8272	0.936569	359
GRMZM2G371063	2	0.430629	0.546453	NA	0.461042	86
GRMZM2G371079	0	0	0	NA	NA	99
GRMZM2G371137	27	5.65853	5.69837	5.62313	0.0223549	578
GRMZM2G371159	1	0.2324	0.371661	NA	0.830571	41
GRMZM2G371167	0	0	0	NA	NA	4
GRMZM2G371176	2	0.439283	0.660053	NA	0.878781	53
GRMZM2G371210	22	4.60746	4.66872	3.8264	0.0412136	191
GRMZM2G371271	0	0	0	NA	NA	82
GRMZM2G371276	8	1.68621	2.04833	0	0.560262	286
GRMZM2G371316	2	0.421732	0.152098	1.97905	-1.07328	158
GRMZM2G371345	0	0	0	NA	NA	102
GRMZM2G371375	1	0.212935	0.0322581	0.000528821	-1.07758	139
GRMZM2G371478	0	0	0	NA	NA	51
GRMZM2G371486	2	0.420291	0.780497	1.43367	1.43381	85
GRMZM2G371606	9	1.90735	2.28833	0.551751	0.538284	440
GRMZM2G371628	3	0.687613	0.178081	0.00422833	-1.57245	67
GRMZM2G371670	5	1.06418	0.970415	2.02925	-0.204879	194
GRMZM2G371721	5	1.04277	0.812699	1.4221	-0.502737	322
GRMZM2G371793	1	0.211494	0.03125	0.000496032	-1.075	47
GRMZM2G371795	3	0.629087	0.597943	0.00198413	-0.0961113	247
GRMZM2G371839	0	0	0	NA	NA	143
GRMZM2G371870	0	0	0	NA	NA	82
GRMZM2G371890	1	0.210116	0.261072	0.04662	0.303909	50
GRMZM2G371933	0	0	0	NA	NA	119
GRMZM2G371944	9	1.90326	2.42387	3.23727	0.735551	221
GRMZM2G371960	2	0.42587	0.901111	0.475939	1.89171	137
GRMZM2G372058	16	3.57681	3.03312	8.00067	-0.481269	641
GRMZM2G372068	0	0	0	NA	NA	252
GRMZM2G372074	3	0.630407	0.747748	NA	0.362125	167
GRMZM2G372077	3	0.630348	0.7338	NA	0.319258	47
GRMZM2G372102	1	0.212935	0.355368	NA	0.849483	24
GRMZM2G372171	2	0.419025	0.170825	0.00860939	-0.987969	228
GRMZM2G372180	5	1.0471	0.912863	0.440635	-0.293326	357
